league_id,season,draft_id,roster_id,early_rbwr_picks,linked_picks,available_picks,mean_availability,all_linked,all_available_75
1000213949192744960,2023,1000213950128111616,1,4,4,2,0.75,True,False
1000213949192744960,2023,1000213950128111616,2,4,4,4,0.9285714285714286,True,True
1000213949192744960,2023,1000213950128111616,3,5,4,3,0.8214285714285714,False,False
1000213949192744960,2023,1000213950128111616,4,5,5,5,0.9142857142857143,True,True
1000213949192744960,2023,1000213950128111616,5,4,4,3,0.8035714285714286,True,False
1000213949192744960,2023,1000213950128111616,6,5,5,4,0.8142857142857143,True,False
1000213949192744960,2023,1000213950128111616,7,6,6,4,0.8452380952380952,True,False
1000213949192744960,2023,1000213950128111616,8,4,4,4,0.8928571428571428,True,True
1000213949192744960,2023,1000213950128111616,9,5,4,2,0.7857142857142857,False,False
1000213949192744960,2023,1000213950128111616,10,5,5,2,0.6714285714285715,True,False
1000213949192744960,2023,1000213950128111616,11,5,5,5,0.9142857142857143,True,True
1000213949192744960,2023,1000213950128111616,12,4,3,1,0.4761904761904761,False,False
1000262589093392384,2023,1000262590188060672,1,5,5,4,0.7714285714285715,True,False
1000262589093392384,2023,1000262590188060672,2,4,3,2,0.8095238095238096,False,False
1000262589093392384,2023,1000262590188060672,3,6,5,4,0.8285714285714286,False,False
1000262589093392384,2023,1000262590188060672,4,5,5,3,0.7714285714285715,True,False
1000262589093392384,2023,1000262590188060672,5,5,5,5,0.9142857142857143,True,True
1000262589093392384,2023,1000262590188060672,6,4,4,1,0.5178571428571429,True,False
1000262589093392384,2023,1000262590188060672,7,4,4,4,0.9107142857142857,True,True
1000262589093392384,2023,1000262590188060672,8,4,3,2,0.8095238095238096,False,False
1000262589093392384,2023,1000262590188060672,9,4,4,3,0.8571428571428572,True,False
1000262589093392384,2023,1000262590188060672,10,6,6,4,0.8214285714285715,True,False
1000262589093392384,2023,1000262590188060672,11,5,5,5,0.8857142857142858,True,True
1000262589093392384,2023,1000262590188060672,12,5,5,4,0.8714285714285716,True,False
1000570754305486848,2023,1000570755916079104,1,5,5,4,0.8142857142857143,True,False
1000570754305486848,2023,1000570755916079104,2,4,4,4,0.9107142857142857,True,True
1000570754305486848,2023,1000570755916079104,3,5,5,4,0.8714285714285716,True,False
1000570754305486848,2023,1000570755916079104,4,4,4,3,0.8392857142857143,True,False
1000570754305486848,2023,1000570755916079104,5,5,4,4,0.9107142857142857,False,False
1000570754305486848,2023,1000570755916079104,6,4,4,2,0.6607142857142857,True,False
1000570754305486848,2023,1000570755916079104,7,6,6,4,0.8214285714285715,True,False
1000570754305486848,2023,1000570755916079104,8,5,5,5,0.9,True,True
1000570754305486848,2023,1000570755916079104,9,5,4,2,0.75,False,False
1000570754305486848,2023,1000570755916079104,10,5,5,5,0.9,True,True
1000570754305486848,2023,1000570755916079104,11,4,4,1,0.6607142857142857,True,False
1000570754305486848,2023,1000570755916079104,12,4,3,2,0.6428571428571429,False,False
1000615951806685184,2023,1000615952746135552,1,6,6,4,0.7023809523809524,True,False
1000615951806685184,2023,1000615952746135552,2,4,4,3,0.8392857142857143,True,False
1000615951806685184,2023,1000615952746135552,3,5,4,3,0.875,False,False
1000615951806685184,2023,1000615952746135552,4,5,5,4,0.8714285714285716,True,False
1000615951806685184,2023,1000615952746135552,5,5,5,5,0.9285714285714286,True,True
1000615951806685184,2023,1000615952746135552,6,5,5,3,0.6571428571428571,True,False
1000615951806685184,2023,1000615952746135552,7,5,5,2,0.7714285714285715,True,False
1000615951806685184,2023,1000615952746135552,8,4,3,3,0.9047619047619048,False,False
1000615951806685184,2023,1000615952746135552,9,5,4,1,0.6428571428571429,False,False
1000615951806685184,2023,1000615952746135552,10,5,5,4,0.8571428571428571,True,False
1000615951806685184,2023,1000615952746135552,11,6,6,5,0.7857142857142857,True,False
1000615951806685184,2023,1000615952746135552,12,3,3,2,0.8333333333333334,True,False
1000622513153511424,2023,1000622513837146112,1,4,4,3,0.8035714285714286,True,False
1000622513153511424,2023,1000622513837146112,2,5,5,4,0.8428571428571429,True,False
1000622513153511424,2023,1000622513837146112,3,5,4,1,0.6071428571428571,False,False
1000622513153511424,2023,1000622513837146112,4,4,4,1,0.6428571428571429,True,False
1000622513153511424,2023,1000622513837146112,5,4,4,4,0.8928571428571428,True,True
1000622513153511424,2023,1000622513837146112,6,4,4,3,0.8571428571428572,True,False
1000622513153511424,2023,1000622513837146112,7,6,6,6,0.8928571428571428,True,True
1000622513153511424,2023,1000622513837146112,8,6,6,5,0.7857142857142857,True,False
1000622513153511424,2023,1000622513837146112,9,6,6,5,0.8571428571428572,True,False
1000622513153511424,2023,1000622513837146112,10,5,5,4,0.8714285714285716,True,False
1000622513153511424,2023,1000622513837146112,11,4,4,2,0.6964285714285714,True,False
1000622513153511424,2023,1000622513837146112,12,5,3,3,0.9285714285714285,False,False
1000951168857710592,2023,1000951169495187456,1,6,6,5,0.8095238095238096,True,False
1000951168857710592,2023,1000951169495187456,2,5,4,3,0.8571428571428572,False,False
1000951168857710592,2023,1000951169495187456,3,4,4,2,0.8035714285714286,True,False
1000951168857710592,2023,1000951169495187456,4,6,6,3,0.6309523809523809,True,False
1000951168857710592,2023,1000951169495187456,5,4,4,3,0.8571428571428572,True,False
1000951168857710592,2023,1000951169495187456,6,4,4,2,0.8035714285714286,True,False
1000951168857710592,2023,1000951169495187456,7,5,5,2,0.7,True,False
1000951168857710592,2023,1000951169495187456,8,4,4,3,0.8214285714285714,True,False
1000951168857710592,2023,1000951169495187456,9,5,4,4,0.9107142857142857,False,False
1000951168857710592,2023,1000951169495187456,10,6,5,5,0.9142857142857143,False,False
1000951168857710592,2023,1000951169495187456,11,4,4,4,0.8928571428571428,True,True
1000951168857710592,2023,1000951169495187456,12,5,5,4,0.7571428571428571,True,False
1001156326715736064,2023,1001156330054316032,1,5,5,4,0.8,True,False
1001156326715736064,2023,1001156330054316032,2,5,5,3,0.8285714285714286,True,False
1001156326715736064,2023,1001156330054316032,3,4,4,4,0.8928571428571428,True,True
1001156326715736064,2023,1001156330054316032,4,4,4,3,0.8035714285714286,True,False
1001156326715736064,2023,1001156330054316032,5,4,4,2,0.5535714285714286,True,False
1001156326715736064,2023,1001156330054316032,6,5,4,3,0.6964285714285714,False,False
1001156326715736064,2023,1001156330054316032,7,4,3,2,0.8095238095238096,False,False
1001156326715736064,2023,1001156330054316032,8,5,5,5,0.9,True,True
1001156326715736064,2023,1001156330054316032,9,4,4,3,0.8214285714285714,True,False
1001156326715736064,2023,1001156330054316032,10,6,6,5,0.8809523809523809,True,False
1001156326715736064,2023,1001156330054316032,11,6,5,3,0.7857142857142858,False,False
1001156326715736064,2023,1001156330054316032,12,5,5,2,0.7857142857142858,True,False
1001163819286171648,2023,1001163820536037376,1,5,5,2,0.6,True,False
1001163819286171648,2023,1001163820536037376,2,5,5,4,0.8857142857142858,True,False
1001163819286171648,2023,1001163820536037376,3,4,4,3,0.8392857142857143,True,False
1001163819286171648,2023,1001163820536037376,4,5,5,4,0.8142857142857143,True,False
1001163819286171648,2023,1001163820536037376,5,5,5,3,0.8285714285714286,True,False
1001163819286171648,2023,1001163820536037376,6,4,2,1,0.6428571428571428,False,False
1001163819286171648,2023,1001163820536037376,7,5,5,4,0.8571428571428571,True,False
1001163819286171648,2023,1001163820536037376,8,5,5,4,0.7428571428571429,True,False
1001163819286171648,2023,1001163820536037376,9,5,5,4,0.8571428571428571,True,False
1001163819286171648,2023,1001163820536037376,10,6,6,6,0.9285714285714285,True,True
